AssetName,Abundance,Environment,Flowers,Fruits,Lat,Long,NofTrees,TreeSpecies,Country
CT0273,SuperRare,Day/Night/Rain/Snow,N/A,N/A,75.8,-67.4,One,Epsilon,Greenland
CT0274,SuperRare,Day/Night/Rain/Snow,N/A,N/A,60.1,16.7,One,Epsilon,Sweden
CT0275,SuperRare,Day/Night/Rain,N/A,N/A,18.2,-2.4,One,Epsilon,Mali
CT0276,SuperRare,Day/Night/Rain/Snow,N/A,N/A,58.5,-127.7,One,Epsilon,Canada
CT0277,SuperRare,Day/Night/Rain/Snow,N/A,N/A,65.9,-154.6,One,Epsilon,United States of America
CT0278,SuperRare,Day/Night/Rain,N/A,N/A,-21.2,121.3,One,Epsilon,Australia
CT0279,SuperRare,Day/Night/Rain/Snow,N/A,N/A,47.2,-121.3,One,Epsilon,United States of America
CT0280,SuperRare,Day/Night/Rain/Snow,N/A,N/A,61.7,75.3,One,Epsilon,Russia
CT0281,SuperRare,Day/Night/Rain,N/A,N/A,19.6,-75.3,One,Epsilon,Jamaica
CT0282,SuperRare,Day/Night/Rain,N/A,N/A,-7.4,38.9,One,Epsilon,"Tanzania, United Republic of"
CT0283,SuperRare,Day/Night/Rain/Snow,N/A,N/A,71.6,-116.6,One,Epsilon,Canada
CT0284,SuperRare,Day/Night/Rain/Snow,N/A,N/A,77.1,-70.6,One,Epsilon,Greenland
CT0285,SuperRare,Day/Night/Rain/Snow,N/A,N/A,57.7,95.9,One,Epsilon,Russia
CT0286,SuperRare,Day/Night/Rain,N/A,N/A,22.5,92.8,One,Epsilon,India
CT0287,SuperRare,Day/Night/Rain/Snow,N/A,N/A,67.1,-97.5,One,Epsilon,Canada
CT0288,SuperRare,Day/Night/Rain/Snow,N/A,N/A,64.5,-91.2,One,Epsilon,Canada
CT0289,SuperRare,Day/Night/Rain,N/A,N/A,6.4,2.4,One,Epsilon,Benin
CT0290,SuperRare,Day/Night/Rain/Snow,N/A,N/A,-32.8,127.7,One,Epsilon,Australia
CT0291,SuperRare,Day/Night/Rain/Snow,N/A,N/A,65.9,-100.7,One,Epsilon,Canada
CT0292,SuperRare,Day/Night/Rain/Snow,N/A,N/A,65.9,-61.1,One,Epsilon,Canada
CT0293,SuperRare,Day/Night/Rain,N/A,N/A,-28.6,-57.9,One,Epsilon,Argentina
CT0294,SuperRare,Day/Night/Rain/Snow,N/A,N/A,34.4,110.2,One,Epsilon,China
CT0295,SuperRare,Day/Night/Rain/Snow,N/A,N/A,50.3,21.4,One,Epsilon,Poland
CT0296,SuperRare,Day/Night/Rain/Snow,N/A,N/A,73.1,-42,One,Epsilon,Greenland
CT0297,SuperRare,Day/Night/Rain/Snow,N/A,N/A,72.1,-107,One,Epsilon,Canada
CT0298,SuperRare,Day/Night/Rain,N/A,N/A,-18.2,29.3,One,Epsilon,Zimbabwe
CT0299,SuperRare,Day/Night/Rain,N/A,N/A,53.2,-5.6,One,Epsilon,Ireland
CT0300,SuperRare,Day/Night/Rain/Snow,N/A,N/A,53.2,110.2,One,Epsilon,Russia
CT0301,SuperRare,Day/Night/Rain,N/A,N/A,-22.7,-53.1,One,Epsilon,Brazil
CT0302,SuperRare,Day/Night/Rain,N/A,N/A,16.8,29.3,One,Epsilon,Sudan
CT0303,SuperRare,Day/Night/Rain/Snow,N/A,N/A,55.9,88,One,Epsilon,Russia
CT0304,SuperRare,Day/Night/Rain/Snow,N/A,N/A,55.1,-103.9,One,Epsilon,Canada
CT0305,SuperRare,Day/Night/Rain/Snow,N/A,N/A,71.1,-80.1,One,Epsilon,Canada
CT0306,SuperRare,Day/Night/Rain/Snow,N/A,N/A,67.8,-81.7,One,Epsilon,Canada
CT0307,SuperRare,Day/Night/Rain/Snow,N/A,N/A,43.9,91.2,One,Epsilon,China
CT0308,SuperRare,Day/Night/Rain,N/A,N/A,-27.1,119.7,One,Epsilon,Australia
CT0309,SuperRare,Day/Night/Rain/Snow,N/A,N/A,68.9,156.2,One,Epsilon,Russia
CT0310,SuperRare,Day/Night/Rain/Snow,N/A,N/A,55.9,-61.1,One,Epsilon,Canada
CT0311,SuperRare,Day/Night/Rain,N/A,N/A,-24.2,30.9,One,Epsilon,South Africa
CT0312,SuperRare,Day/Night/Rain/Snow,N/A,N/A,59.3,140.4,One,Epsilon,Russia
CT0313,SuperRare,Day/Night/Rain/Snow,N/A,N/A,71.6,-115,One,Epsilon,Canada
CT0314,SuperRare,Day/Night/Rain/Snow,N/A,N/A,38.1,-97.5,One,Epsilon,United States of America
CT0315,SuperRare,Day/Night/Rain,N/A,N/A,10.9,42,One,Epsilon,Ethiopia
CT0316,SuperRare,Day/Night/Rain,N/A,N/A,-24.2,135.6,One,Epsilon,Australia
CT0317,SuperRare,Day/Night/Rain/Snow,N/A,N/A,52.3,83.3,One,Epsilon,Russia
CT0318,SuperRare,Day/Night/Rain/Snow,N/A,N/A,62.4,130.8,One,Epsilon,Russia
CT0319,SuperRare,Day/Night/Rain/Snow,N/A,N/A,68.4,-26.2,One,Epsilon,Greenland
CT0320,SuperRare,Day/Night/Rain/Snow,N/A,N/A,60.1,-73.7,One,Epsilon,Canada
CT0321,SuperRare,Day/Night/Rain,N/A,N/A,27.9,-103.9,One,Epsilon,Mexico
CT0322,SuperRare,Day/Night/Rain/Snow,N/A,N/A,58.5,-132.4,One,Epsilon,Canada
CT0323,SuperRare,Day/Night/Rain/Snow,N/A,N/A,47.2,78.5,One,Epsilon,Kazakhstan
CT0324,SuperRare,Day/Night/Rain,N/A,N/A,15.3,76.9,One,Epsilon,India
CT0325,SuperRare,Day/Night/Rain/Snow,N/A,N/A,62.4,-134,One,Epsilon,Canada
CT0326,SuperRare,Day/Night/Rain,N/A,N/A,30.6,76.9,One,Epsilon,India
CT0327,SuperRare,Day/Night/Rain/Snow,N/A,N/A,63.8,-165.7,One,Epsilon,United States of America
CT0328,SuperRare,Day/Night/Rain/Snow,N/A,N/A,48.3,-111.8,One,Epsilon,United States of America
CT0329,SuperRare,Day/Night/Rain/Snow,N/A,N/A,60.9,-127.7,One,Epsilon,Canada
CT0330,Rare,Day/Night/Rain,March to June,June to September,27.9,10.3,One,Alpha,Libya
CT0331,Rare,Day/Night/Rain,March to June,June to September,6.4,124.5,One,Alpha,Philippines
CT0332,Rare,Day/Night/Rain/Snow,March to June,June to September,76.7,-118.2,One,Alpha,Canada
CT0333,Rare,Day/Night/Rain/Snow,March to June,June to September,67.1,37.3,One,Alpha,Russia
CT0334,Rare,Day/Night/Rain,March to June,June to September,25.2,-8.7,One,Alpha,Mauritania
CT0335,Rare,Day/Night/Rain,March to June,June to September,31.9,118.2,One,Alpha,China
CT0336,Rare,Day/Night/Rain/Snow,March to June,June to September,60.1,80.1,One,Alpha,Russia
CT0337,Rare,Day/Night/Rain/Snow,March to June,June to September,36.9,108.6,One,Alpha,China
CT0338,Rare,Day/Night/Rain/Snow,March to June,June to September,59.3,13.5,One,Alpha,Sweden
CT0339,Rare,Day/Night/Rain,March to June,June to September,10.9,13.5,One,Alpha,Nigeria
CT0340,Rare,Day/Night/Rain/Snow,March to June,June to September,54.1,62.6,One,Alpha,Russia
CT0341,Rare,Day/Night/Rain/Snow,March to June,June to September,75,-108.6,One,Alpha,Canada
CT0342,Rare,Day/Night/Rain,September to December,December to March,-27.1,140.4,One,Alpha,Australia
CT0343,Rare,Day/Night/Rain/Snow,March to June,June to September,71.1,119.7,One,Alpha,Russia
CT0344,Rare,Day/Night/Rain/Snow,March to June,June to September,71.1,-111.8,One,Alpha,Canada
CT0345,Rare,Day/Night/Rain/Snow,March to June,June to September,50.3,37.3,One,Alpha,Ukraine
CT0346,Rare,Day/Night/Rain/Snow,March to June,June to September,54.1,162.6,One,Alpha,Russia
CT0347,Rare,Day/Night/Rain/Snow,March to June,June to September,76.3,-35.7,One,Alpha,Greenland
CT0348,Rare,Day/Night/Rain/Snow,March to June,June to September,38.1,-84.8,One,Alpha,United States of America
CT0349,Rare,Day/Night/Rain,March to June,June to September,9.4,124.5,One,Alpha,Philippines
CT0350,Rare,Day/Night/Rain/Snow,March to June,June to September,60.1,165.7,One,Alpha,Russia
CT0351,Rare,Day/Night/Rain,September to December,December to March,-24.2,119.7,One,Alpha,Australia
CT0352,Rare,Day/Night/Rain/Snow,March to June,June to September,65.9,103.9,One,Alpha,Russia
CT0353,Rare,Day/Night/Rain/Snow,March to June,June to September,40.5,56.3,One,Alpha,Turkmenistan
CT0354,Rare,Day/Night/Rain,September to December,December to March,-9,30.9,One,Alpha,Zambia
CT0355,Rare,Day/Night/Rain,March to June,June to September,9.4,-7.1,One,Alpha,Cote d'Ivoire
CT0356,Rare,Day/Night/Rain/Snow,March to June,June to September,58.5,11.9,One,Alpha,Sweden
CT0357,Rare,Day/Night/Rain/Snow,March to June,June to September,54.1,94.4,One,Alpha,Russia
CT0358,Rare,Day/Night/Rain/Snow,March to June,June to September,68.4,161,One,Alpha,Russia
CT0359,Rare,Day/Night/Rain,September to December,December to March,-34.2,151.5,One,Alpha,Australia
CT0360,Rare,Day/Night/Rain/Snow,March to June,June to September,56.8,45.2,One,Alpha,Russia
CT0361,Rare,Day/Night/Rain/Snow,March to June,June to September,54.1,-105.5,One,Alpha,Canada
CT0362,Rare,Day/Night/Rain/Snow,March to June,June to September,70.6,138.8,One,Alpha,Russia
CT0363,Rare,Day/Night/Rain,September to December,December to March,-21.2,-54.7,One,Alpha,Brazil
CT0364,Rare,Day/Night/Rain/Snow,March to June,June to September,38.1,-116.6,One,Alpha,United States of America
CT0365,Rare,Day/Night/Rain/Snow,March to June,June to September,72.6,-86.4,One,Alpha,Canada
CT0366,Rare,Day/Night/Rain,September to December,December to March,-54.4,-69,One,Alpha,Chile
CT0367,Rare,Day/Night/Rain/Snow,March to June,June to September,66.5,-175.2,One,Alpha,Russia
CT0368,Rare,Day/Night/Rain/Snow,March to June,June to September,66.5,180,One,Alpha,Russia
CT0369,Rare,Day/Night/Rain,March to June,June to September,22.5,24.6,One,Alpha,Libya
CT0370,Rare,Day/Night/Rain/Snow,March to June,June to September,65.9,-99.1,One,Alpha,Canada
CT0371,Rare,Day/Night/Rain/Snow,March to June,June to September,71.1,-88,One,Alpha,Canada
CT0372,Rare,Day/Night/Rain/Snow,March to June,June to September,50.3,-99.1,One,Alpha,Canada
CT0373,Rare,Day/Night/Rain/Snow,March to June,June to September,47.2,42,One,Alpha,Russia
CT0374,Rare,Day/Night/Rain/Snow,March to June,June to September,67.1,-153,One,Alpha,United States of America
CT0375,Rare,Day/Night/Rain,March to June,June to September,9.4,30.9,One,Alpha,South Sudan
CT0376,Rare,Day/Night/Rain,March to June,June to September,6.4,46.8,One,Alpha,Somalia
CT0377,Rare,Day/Night/Rain/Snow,March to June,June to September,76.3,-78.5,One,Alpha,Canada
CT0378,Rare,Day/Night/Rain/Snow,March to June,June to September,65.2,13.5,One,Alpha,Norway
CT0379,Rare,Day/Night/Rain/Snow,March to June,June to September,76.7,-38.9,One,Alpha,Greenland
CT0380,Rare,Day/Night/Rain/Snow,March to June,June to September,60.1,111.8,One,Alpha,Russia
CT0381,Rare,Day/Night/Rain/Snow,March to June,June to September,67.1,-84.8,One,Alpha,Canada
CT0382,Rare,Day/Night/Rain,March to June,June to September,12.4,19.8,One,Alpha,Chad
CT0383,Rare,Day/Night/Rain/Snow,March to June,June to September,75,-88,One,Alpha,Canada
CT0384,Rare,Day/Night/Rain,March to June,June to September,49.7,6.1,One,Alpha,Luxembourg
CT0385,Rare,Day/Night/Rain/Snow,March to June,June to September,68.4,124.5,One,Alpha,Russia
CT0386,Rare,Day/Night/Rain,March to June,June to September,23.8,38.9,One,Alpha,Saudi Arabia
CT0387,Rare,Day/Night/Rain/Snow,March to June,June to September,40.5,23,One,Alpha,Greece
CT0388,Rare,Day/Night/Rain,March to June,June to September,27.9,-102.3,One,Alpha,Mexico
CT0389,Rare,Day/Night/Rain,March to June,June to September,10.9,-73.7,One,Alpha,Colombia
CT0390,Rare,Day/Night/Rain,September to December,December to March,-12.1,18.2,One,Alpha,Angola
CT0391,Rare,Day/Night/Rain/Snow,March to June,June to September,55.9,92.8,One,Alpha,Russia
CT0392,Rare,Day/Night/Rain/Snow,March to June,June to September,65.9,-102.3,One,Alpha,Canada
CT0393,Rare,Day/Night/Rain/Snow,March to June,June to September,51.3,138.8,One,Alpha,Russia
CT0394,Rare,Day/Night/Rain,March to June,June to September,30.6,30.9,One,Alpha,Egypt
CT0395,Rare,Day/Night/Rain/Snow,March to June,June to September,68.4,-35.7,One,Alpha,Greenland
CT0396,Rare,Day/Night/Rain,March to June,June to September,52.3,-7.1,One,Alpha,Ireland
CT0397,Rare,Day/Night/Rain/Snow,March to June,June to September,65.9,-115,One,Alpha,Canada
CT0398,Rare,Day/Night/Rain/Snow,March to June,June to September,66.5,108.6,One,Alpha,Russia
CT0399,Rare,Day/Night/Rain/Snow,March to June,June to September,75,-54.7,One,Alpha,Greenland
CT0400,Rare,Day/Night/Rain/Snow,March to June,June to September,58.5,141.9,One,Alpha,Russia
CT0401,Rare,Day/Night/Rain,March to June,June to September,12.4,100.7,One,Alpha,Thailand
CT0402,Rare,Day/Night/Rain/Snow,March to June,June to September,39.3,89.6,One,Alpha,China
CT0403,Rare,Day/Night/Rain/Snow,March to June,June to September,38.1,-115,One,Alpha,United States of America
CT0404,Rare,Day/Night/Rain,March to June,June to September,13.8,13.5,One,Alpha,Niger
CT0405,Rare,Day/Night/Rain,September to December,December to March,-18.2,-51.5,One,Alpha,Brazil
CT0406,Rare,Day/Night/Rain/Snow,March to June,June to September,64.5,180,One,Alpha,Russia
CT0407,Rare,Day/Night/Rain/Snow,March to June,June to September,50.3,-103.9,One,Alpha,Canada
CT0408,Rare,Day/Night/Rain,March to June,June to September,23.8,13.5,One,Alpha,Libya
CT0409,Rare,Day/Night/Rain,March to June,June to September,10.9,122.9,One,Alpha,Philippines
CT0410,Rare,Day/Night/Rain,September to December,December to March,-28.6,23,One,Alpha,South Africa
CT0411,Rare,Day/Night/Rain/Snow,March to June,June to September,65.2,-64.2,One,Alpha,Canada
CT0412,Rare,Day/Night/Rain,March to June,June to September,21,113.4,One,Alpha,China
CT0413,Rare,Day/Night/Rain,March to June,June to September,6.4,40.4,One,Alpha,Ethiopia
CT0414,Rare,Day/Night/Rain/Snow,March to June,June to September,45.1,91.2,One,Alpha,China
CT0415,Rare,Day/Night/Rain/Snow,March to June,June to September,60.1,-107,One,Alpha,Canada
CT0416,Rare,Day/Night/Rain,September to December,December to March,-1.3,11.9,One,Alpha,Gabon
CT0417,Rare,Day/Night/Rain/Snow,March to June,June to September,60.1,124.5,One,Alpha,Russia
CT0418,Rare,Day/Night/Rain,March to June,June to September,6.4,81.7,One,Alpha,Sri Lanka
CT0419,Rare,Day/Night/Rain/Snow,March to June,June to September,76.3,-69,One,Alpha,Greenland
CT0420,Rare,Day/Night/Rain/Snow,March to June,June to September,42.8,-108.6,One,Alpha,United States of America
CT0421,Rare,Day/Night/Rain/Snow,March to June,June to September,63.1,-146.7,One,Alpha,United States of America
CT0422,Rare,Day/Night/Rain/Snow,March to June,June to September,75.8,110.2,One,Alpha,Russia
CT0423,Rare,Day/Night/Rain/Snow,March to June,June to September,46.1,99.1,One,Alpha,Mongolia
CT0424,Rare,Day/Night/Rain/Snow,March to June,June to September,65.2,-118.2,One,Alpha,Canada
CT0425,Rare,Day/Night/Rain,March to June,June to September,13.8,105.5,One,Alpha,Cambodia
CT0426,Rare,Day/Night/Rain,March to June,June to September,9.4,42,One,Alpha,Ethiopia
CT0427,Rare,Day/Night/Rain/Snow,March to June,June to September,67.8,35.7,One,Alpha,Russia
CT0428,Rare,Day/Night/Rain/Snow,March to June,June to September,74.5,-91.2,One,Alpha,Canada
CT0429,Rare,Day/Night/Rain,March to June,June to September,30.6,105.5,One,Alpha,China
CT0430,Rare,Day/Night/Rain/Snow,March to June,June to September,41.7,-99.1,One,Alpha,United States of America
CT0431,Rare,Day/Night/Rain,March to June,June to September,12.4,-11.9,One,Alpha,Guinea
CT0432,Rare,Day/Night/Rain,September to December,December to March,-18.2,129.3,One,Alpha,Australia
CT0433,Rare,Day/Night/Rain/Snow,March to June,June to September,41.7,59.5,One,Alpha,Turkmenistan
CT0434,Rare,Day/Night/Rain,September to December,December to March,-35.6,175.2,One,Alpha,New Zealand
CT0435,Rare,Day/Night/Rain/Snow,March to June,June to September,68.9,-45.2,One,Alpha,Greenland
CT0436,Rare,Day/Night/Rain,March to June,June to September,33.2,2.4,One,Alpha,Algeria
CT0437,Rare,Day/Night/Rain/Snow,March to June,June to September,62.4,30.9,One,Alpha,Finland
CT0438,Rare,Day/Night/Rain/Snow,March to June,June to September,65.2,-175.2,One,Alpha,Russia
CT0439,Rare,Day/Night/Rain,September to December,December to March,-16.7,-40.4,One,Alpha,Brazil
CT0440,Rare,Day/Night/Rain/Snow,March to June,June to September,71.1,100.7,One,Alpha,Russia
CT0441,Rare,Day/Night/Rain/Snow,March to June,June to September,67.1,138.8,One,Alpha,Russia
CT0442,Rare,Day/Night/Rain/Snow,March to June,June to September,65.2,75.3,One,Alpha,Russia
CT0443,Rare,Day/Night/Rain/Snow,March to June,June to September,69.5,135.6,One,Alpha,Russia
CT0444,Rare,Day/Night/Rain,March to June,June to September,21,-100.7,One,Alpha,Mexico
CT0445,Rare,Day/Night/Rain,September to December,December to March,-31.4,132.4,One,Alpha,Australia
CT0446,Rare,Day/Night/Rain/Snow,March to June,June to September,66.5,-119.7,One,Alpha,Canada
CT0447,Rare,Day/Night/Rain,September to December,December to March,-16.7,23,One,Alpha,Zambia
CT0448,Rare,Day/Night/Rain/Snow,March to June,June to September,64.5,-143.5,One,Alpha,United States of America
CT0449,Rare,Day/Night/Rain/Snow,March to June,June to September,45.1,138.8,One,Alpha,Russia
CT0450,Rare,Day/Night/Rain/Snow,March to June,June to September,52.3,34.1,One,Alpha,Russia
CT0451,Rare,Day/Night/Rain/Snow,March to June,June to September,42.8,-65.8,One,Alpha,Canada
CT0452,Rare,Day/Night/Rain/Snow,March to June,June to September,38.1,-102.3,One,Alpha,United States of America
CT0453,Rare,Day/Night/Rain/Snow,March to June,June to September,53.2,30.9,One,Alpha,Belarus
CT0454,Rare,Day/Night/Rain/Snow,March to June,June to September,68.4,32.5,One,Alpha,Russia
CT0455,Rare,Day/Night/Rain,March to June,June to September,19.6,37.3,One,Alpha,Sudan
CT0456,Rare,Day/Night/Rain/Snow,March to June,June to September,42.8,-95.9,One,Alpha,United States of America
CT0457,Rare,Day/Night/Rain/Snow,March to June,June to September,49.3,-62.6,One,Alpha,Canada
CT0458,Rare,Day/Night/Rain/Snow,March to June,June to September,49.3,105.5,One,Alpha,Mongolia
CT0459,Rare,Day/Night/Rain/Snow,March to June,June to September,39.3,102.3,One,Alpha,China
CT0460,Rare,Day/Night/Rain,September to December,December to March,-34.2,-69,One,Alpha,Argentina
CT0461,Rare,Day/Night/Rain,September to December,December to March,-24.2,26.2,One,Alpha,Botswana
CT0462,Rare,Day/Night/Rain/Snow,March to June,June to September,53.2,50,One,Alpha,Russia
CT0463,Rare,Day/Night/Rain/Snow,March to June,June to September,43.9,42,One,Alpha,Russia
CT0464,Rare,Day/Night/Rain/Snow,March to June,June to September,67.1,-51.5,One,Alpha,Greenland
CT0465,Rare,Day/Night/Rain/Snow,March to June,June to September,59.3,16.7,One,Alpha,Sweden
CT0466,Rare,Day/Night/Rain,September to December,December to March,-28.6,-70.6,One,Alpha,Chile
CT0467,Rare,Day/Night/Rain/Snow,March to June,June to September,50.3,-100.7,One,Alpha,Canada
CT0468,Rare,Day/Night/Rain,September to December,December to March,-7.4,-72.2,One,Alpha,Brazil
CT0469,Rare,Day/Night/Rain/Snow,March to June,June to September,58.5,69,One,Alpha,Russia
CT0470,Rare,Day/Night/Rain/Snow,March to June,June to September,63.8,-50,One,Alpha,Greenland
CT0471,Rare,Day/Night/Rain/Snow,March to June,June to September,41.7,127.7,One,Alpha,China
CT0472,Rare,Day/Night/Rain,September to December,December to March,-16.7,-56.3,One,Alpha,Brazil
CT0473,Rare,Day/Night/Rain,March to June,June to September,34.4,10.3,One,Alpha,Tunisia
CT0474,Rare,Day/Night/Rain/Snow,March to June,June to September,64.5,59.5,One,Alpha,Russia
CT0475,Rare,Day/Night/Rain/Snow,March to June,June to September,52.3,-127.7,One,Alpha,Canada
CT0476,Rare,Day/Night/Rain,March to June,June to September,12.4,-8.7,One,Alpha,Mali
CT0477,Rare,Day/Night/Rain,March to June,June to September,12.4,10.3,One,Alpha,Nigeria
CT0478,Rare,Day/Night/Rain,March to June,June to September,7.9,30.9,One,Alpha,South Sudan
CT0479,Rare,Day/Night/Rain,March to June,June to September,18.2,16.7,One,Alpha,Chad
CT0480,Rare,Day/Night/Rain/Snow,March to June,June to September,48.3,65.8,One,Alpha,Kazakhstan
CT0481,Rare,Day/Night/Rain,September to December,December to March,-28.6,-56.3,One,Alpha,Argentina
CT0482,Rare,Day/Night/Rain/Snow,March to June,June to September,53.2,127.7,One,Alpha,Russia
CT0483,Rare,Day/Night/Rain,March to June,June to September,33.2,-81.7,One,Alpha,United States of America
CT0484,Rare,Day/Night/Rain,September to December,December to March,-38.2,-62.6,One,Alpha,Argentina
CT0485,Rare,Day/Night/Rain/Snow,March to June,June to September,62.4,167.3,One,Alpha,Russia
CT0486,Rare,Day/Night/Rain/Snow,March to June,June to September,58.5,76.9,One,Alpha,Russia
CT0487,Rare,Day/Night/Rain,March to June,June to September,23.8,108.6,One,Alpha,China
CT0488,Rare,Day/Night/Rain,September to December,December to March,-4.3,19.8,One,Alpha,"Congo, Democratic Republic of the"
CT0489,Rare,Day/Night/Rain/Snow,March to June,June to September,61.7,-121.3,One,Alpha,Canada
CT0490,Rare,Day/Night/Rain/Snow,March to June,June to September,70.1,-50,One,Alpha,Greenland
CT0491,Rare,Day/Night/Rain,September to December,December to March,-1.3,99.1,One,Alpha,Indonesia
CT0492,Rare,Day/Night/Rain/Snow,March to June,June to September,72.1,115,One,Alpha,Russia
CT0493,Rare,Day/Night/Rain,March to June,June to September,15.3,4,One,Alpha,Niger
CT0494,Rare,Day/Night/Rain,September to December,December to March,-24.2,148.3,One,Alpha,Australia
CT0495,Rare,Day/Night/Rain,March to June,June to September,34.4,57.9,One,Alpha,Iran
CT0496,Rare,Day/Night/Rain,March to June,June to September,16.8,34.1,One,Alpha,Sudan
CT0497,Rare,Day/Night/Rain,September to December,December to March,-5.9,141.9,One,Alpha,Papua New Guinea
CT0498,Rare,Day/Night/Rain/Snow,March to June,June to September,75.8,62.6,One,Alpha,Russia
CT0499,Rare,Day/Night/Rain,March to June,June to September,29.3,69,One,Alpha,Pakistan
CT0500,Rare,Day/Night/Rain,September to December,December to March,-28.6,-62.6,One,Alpha,Argentina
CT0501,Rare,Day/Night/Rain,March to June,June to September,27.9,54.7,One,Alpha,Iran
CT0502,Rare,Day/Night/Rain,March to June,June to September,4.9,24.6,One,Alpha,"Congo, Democratic Republic of the"
CT0503,Rare,Day/Night/Rain/Snow,March to June,June to September,65.2,59.5,One,Alpha,Russia
CT0504,Rare,Day/Night/Rain/Snow,March to June,June to September,64.5,19.8,One,Alpha,Sweden
CT0505,Rare,Day/Night/Rain/Snow,March to June,June to September,40.5,92.8,One,Alpha,China
CT0506,Rare,Day/Night/Rain,September to December,December to March,-27.1,16.7,One,Alpha,Namibia
CT0507,Rare,Day/Night/Rain/Snow,March to June,June to September,57.7,62.6,One,Alpha,Russia
CT0508,Rare,Day/Night/Rain,March to June,June to September,55.1,-5.6,One,Alpha,United Kingdom
CT0509,Rare,Day/Night/Rain,September to December,December to March,-4.3,27.8,One,Alpha,"Congo, Democratic Republic of the"
CT0510,Rare,Day/Night/Rain/Snow,March to June,June to September,70.1,69,One,Alpha,Russia
CT0511,Rare,Day/Night/Rain/Snow,March to June,June to September,75.8,61.1,One,Alpha,Russia
CT0512,Rare,Day/Night/Rain/Snow,March to June,June to September,52.3,132.4,One,Alpha,Russia
CT0513,Rare,Day/Night/Rain,March to June,June to September,21,-11.9,One,Alpha,Mauritania
CT0514,Rare,Day/Night/Rain,September to December,December to March,-48.9,-73.7,One,Alpha,Chile
CT0515,Rare,Day/Night/Rain,September to December,December to March,-7.4,37.3,One,Alpha,"Tanzania, United Republic of"
CT0516,Rare,Day/Night/Rain,March to June,June to September,33.2,137.2,One,Alpha,Japan
CT0517,Rare,Day/Night/Rain,March to June,June to September,15.3,121.3,One,Alpha,Philippines
CT0518,Rare,Day/Night/Rain/Snow,March to June,June to September,63.8,83.3,One,Alpha,Russia
CT0519,Rare,Day/Night/Rain/Snow,March to June,June to September,67.1,-161,One,Alpha,United States of America
CT0520,Rare,Day/Night/Rain/Snow,March to June,June to September,39.3,61.1,One,Alpha,Turkmenistan
CT0521,Rare,Day/Night/Rain/Snow,March to June,June to September,58.5,-149.9,One,Alpha,United States of America
CT0522,Rare,Day/Night/Rain/Snow,March to June,June to September,74.5,-81.7,One,Alpha,Canada
CT0523,Rare,Day/Night/Rain/Snow,March to June,June to September,64.5,157.8,One,Alpha,Russia
CT0524,Rare,Day/Night/Rain/Snow,September to December,December to March,-22.7,167.3,One,Alpha,France
CT0525,Rare,Day/Night/Rain/Snow,March to June,June to September,65.2,-130.8,One,Alpha,Canada
CT0526,Rare,Day/Night/Rain,March to June,June to September,21,0.8,One,Alpha,Mali
CT0527,Rare,Day/Night/Rain/Snow,March to June,June to September,46.1,-78.5,One,Alpha,Canada
CT0528,Rare,Day/Night/Rain/Snow,March to June,June to September,48.3,132.4,One,Alpha,Russia
CT0529,Rare,Day/Night/Rain,March to June,June to September,27.9,61.1,One,Alpha,Iran
CT0530,Rare,Day/Night/Rain,March to June,June to September,21,30.9,One,Alpha,Sudan
CT0531,Rare,Day/Night/Rain,March to June,June to September,6.4,50,One,Alpha,Somalia
CT0532,Rare,Day/Night/Rain/Snow,March to June,June to September,62.4,56.3,One,Alpha,Russia
CT0533,Rare,Day/Night/Rain,March to June,June to September,21,97.5,One,Alpha,Myanmar
CT0534,Rare,Day/Night/Rain/Snow,March to June,June to September,67.8,51.5,One,Alpha,Russia
CT0535,Rare,Day/Night/Rain/Snow,March to June,June to September,70.1,86.4,One,Alpha,Russia
CT0536,Rare,Day/Night/Rain,March to June,June to September,41.7,-8.7,One,Alpha,Portugal
CT0537,Rare,Day/Night/Rain/Snow,March to June,June to September,40.5,81.7,One,Alpha,China
CT0538,Rare,Day/Night/Rain/Snow,March to June,June to September,72.6,-37.3,One,Alpha,Greenland
CT0539,Rare,Day/Night/Rain/Snow,March to June,June to September,65.2,-138.8,One,Alpha,Canada
CT0540,Rare,Day/Night/Rain/Snow,March to June,June to September,63.8,159.4,One,Alpha,Russia
CT0541,Rare,Day/Night/Rain/Snow,March to June,June to September,70.1,-32.5,One,Alpha,Greenland
CT0542,Rare,Day/Night/Rain,September to December,December to March,-25.7,21.4,One,Alpha,Botswana
CT0543,Rare,Day/Night/Rain/Snow,March to June,June to September,63.1,-121.3,One,Alpha,Canada
CT0544,Rare,Day/Night/Rain,March to June,June to September,51.3,-0.8,One,Alpha,United Kingdom
CT0545,Rare,Day/Night/Rain/Snow,March to June,June to September,57.7,-62.6,One,Alpha,Canada
CT0546,Rare,Day/Night/Rain,March to June,June to September,13.8,15.1,One,Alpha,Chad
CT0547,Rare,Day/Night/Rain/Snow,March to June,June to September,39.3,64.2,One,Alpha,Uzbekistan
